	region1	region2	chrom1	start1	end1	chrom2	start2	end2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
111	('chr2', 63050000, 63060000)	('chr2', 74455000, 74465000)	chr2	63050000	63060000	chr2	74455000	74465000	(('chr2', 63050000, 63060000), ('chr2', 74455000, 74465000))	11405000.0	100000000	OTX1	INO80B,WBP1,MOGS
112	('chr1', 90830000, 90840000)	('chr1', 213980000, 213990000)	chr1	90830000	90840000	chr1	213980000	213990000	(('chr1', 90830000, 90840000), ('chr1', 213980000, 213990000))	123150000.0	100000000	AC091614.2,AL590094.1	PROX1,AC011700.1
113	('chr14', 60630000, 60670000)	('chr14', 94760000, 94770000)	chr14	60630000	60670000	chr14	94760000	94770000	(('chr14', 60630000, 60670000), ('chr14', 94760000, 94770000))	34115000.0	400000000	SIX1,SALRNA1	GSC,AL121612.2
115	('chr2', 174320000, 174350000)	('chr2', 206250000, 206285000)	chr2	174320000	174350000	chr2	206250000	206285000	(('chr2', 174320000, 174350000), ('chr2', 206250000, 206285000))	31932500.0	1050000000	SP9,LINC01305,AC018470.1	ZDBF2,HMGN1P6
116	('chr11', 31790000, 31830000)	('chr11', 129340000, 129380000)	chr11	31790000	31830000	chr11	129340000	129380000	(('chr11', 31790000, 31830000), ('chr11', 129340000, 129380000))	97550000.0	1600000000	PAX6,PAUPAR	BARX2
117	('chr10', 49610000, 49620000)	('chr10', 99510000, 99550000)	chr10	49610000	49620000	chr10	99510000	99550000	(('chr10', 49610000, 49620000), ('chr10', 99510000, 99550000))	49915000.0	400000000	SLC18A3	NKX2-3,LINC01475
118	('chr13', 50110000, 50160000)	('chr13', 99950000, 100000000)	chr13	50110000	50160000	chr13	99950000	100000000	(('chr13', 50110000, 50160000), ('chr13', 99950000, 100000000))	49840000.0	2500000000	DLEU2	ZIC5,ZIC2
119	('chr7', 23450000, 23480000)	('chr7', 122290000, 122320000)	chr7	23450000	23480000	chr7	122290000	122320000	(('chr7', 23450000, 23480000), ('chr7', 122290000, 122320000))	98840000.0	900000000	IGF2BP3	FEZF1,FEZF1-AS1
120	('chr8', 54430000, 54480000)	('chr8', 96130000, 96170000)	chr8	54430000	54480000	chr8	96130000	96170000	(('chr8', 54430000, 54480000), ('chr8', 96130000, 96170000))	41695000.0	2000000000	SOX17,AC091076.1	GDF6
121	('chr8', 54430000, 54480000)	('chr8', 71550000, 71560000)	chr8	54430000	54480000	chr8	71550000	71560000	(('chr8', 54430000, 54480000), ('chr8', 71550000, 71560000))	17100000.0	500000000	SOX17,AC091076.1	TRAPPC2P2
122	('chr11', 22320000, 22350000)	('chr11', 122960000, 123000000)	chr11	22320000	22350000	chr11	122960000	123000000	(('chr11', 22320000, 22350000), ('chr11', 122960000, 123000000))	100645000.0	1200000000	SLC17A6	BSX
123	('chr3', 147360000, 147420000)	('chr3', 169640000, 169670000)	chr3	147360000	147420000	chr3	169640000	169670000	(('chr3', 147360000, 147420000), ('chr3', 169640000, 169670000))	22265000.0	1800000000	ZIC1,ZIC4,ZIC4-AS1	MECOM
124	('chr4', 13520000, 13550000)	('chr4', 41730000, 41760000)	chr4	13520000	13550000	chr4	41730000	41760000	(('chr4', 13520000, 13550000), ('chr4', 41730000, 41760000))	28210000.0	900000000	NKX3-2,LINC01097,LINC01096	PHOX2B,AC105389.1
125	('chr7', 25840000, 25870000)	('chr7', 35230000, 35260000)	chr7	25840000	25870000	chr7	35230000	35260000	(('chr7', 25840000, 25870000), ('chr7', 35230000, 35260000))	9390000.0	900000000	-	TBX20,AC009531.1
126	('chr18', 47230000, 47270000)	('chr18', 59890000, 59900000)	chr18	47230000	47270000	chr18	59890000	59900000	(('chr18', 47230000, 47270000), ('chr18', 59890000, 59900000))	12645000.0	400000000	SKOR2	NOXA
127	('chr2', 170810000, 170820000)	('chr2', 236155000, 236185000)	chr2	170810000	170820000	chr2	236155000	236185000	(('chr2', 170810000, 170820000), ('chr2', 236155000, 236185000))	65355000.0	300000000	GAD1,AC007405.2	GBX2,AC019068.1
128	('chr3', 27710000, 27720000)	('chr3', 158080000, 158110000)	chr3	27710000	27720000	chr3	158080000	158110000	(('chr3', 27710000, 27720000), ('chr3', 158080000, 158110000))	130380000.0	300000000	EOMES,LINC02084	SHOX2,RSRC1
129	('chr5', 77620000, 77660000)	('chr5', 173220000, 173260000)	chr5	77620000	77660000	chr5	173220000	173260000	(('chr5', 77620000, 77660000), ('chr5', 173220000, 173260000))	95600000.0	1600000000	OTP,WDR41	NKX2-5
130	('chr6', 27500000, 27570000)	('chr6', 50820000, 50850000)	chr6	27500000	27570000	chr6	50820000	50850000	(('chr6', 27500000, 27570000), ('chr6', 50820000, 50850000))	23300000.0	2100000000	HNRNPA1P1,CD83P1	TFAP2B
131	('chr4', 8830000, 8910000)	('chr4', 41860000, 41890000)	chr4	8830000	8910000	chr4	41860000	41890000	(('chr4', 8830000, 8910000), ('chr4', 41860000, 41890000))	33005000.0	2400000000	HMX1	LINC00682,AC108210.1
132	('chr6', 84730000, 84780000)	('chr6', 100430000, 100480000)	chr6	84730000	84780000	chr6	100430000	100480000	(('chr6', 84730000, 84780000), ('chr6', 100430000, 100480000))	15700000.0	2500000000	TBX18	SIM1
133	('chr5', 3560000, 3610000)	('chr5', 77620000, 77660000)	chr5	3560000	3610000	chr5	77620000	77660000	(('chr5', 3560000, 3610000), ('chr5', 77620000, 77660000))	74055000.0	2000000000	IRX1	OTP,WDR41
134	('chr10', 8030000, 8055000)	('chr10', 75390000, 75430000)	chr10	8030000	8055000	chr10	75390000	75430000	(('chr10', 8030000, 8055000), ('chr10', 75390000, 75430000))	67367500.0	1000000000	GATA3,GATA3-AS1	ZNF503,SPA17P1,AC010997.4,ZNF503-AS2,AC010997.3
135	('chr2', 66575000, 66585000)	('chr2', 170810000, 170820000)	chr2	66575000	66585000	chr2	170810000	170820000	(('chr2', 66575000, 66585000), ('chr2', 170810000, 170820000))	104235000.0	100000000	MEIS1,LINC01798	GAD1,AC007405.2
136	('chr5', 77960000, 77970000)	('chr5', 173220000, 173260000)	chr5	77960000	77970000	chr5	173220000	173260000	(('chr5', 77960000, 77970000), ('chr5', 173220000, 173260000))	95275000.0	400000000	AC108482.1	NKX2-5
137	('chr6', 5990000, 6010000)	('chr6', 100430000, 100480000)	chr6	5990000	6010000	chr6	100430000	100480000	(('chr6', 5990000, 6010000), ('chr6', 100430000, 100480000))	94455000.0	1000000000	NRN1	SIM1
138	('chr2', 44930000, 44940000)	('chr2', 70880000, 70890000)	chr2	44930000	44940000	chr2	70880000	70890000	(('chr2', 44930000, 44940000), ('chr2', 70880000, 70890000))	25950000.0	100000000	SIX3,SIX3-AS1,LINC01833	VAX2,LINC01143,RF02272
139	('chr7', 19090000, 19150000)	('chr7', 129780000, 129790000)	chr7	19090000	19150000	chr7	129780000	129790000	(('chr7', 19090000, 19150000), ('chr7', 129780000, 129790000))	110665000.0	600000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	MIR96,MIR182,AC084864.1
140	('chr6', 5990000, 6010000)	('chr6', 125360000, 125380000)	chr6	5990000	6010000	chr6	125360000	125380000	(('chr6', 5990000, 6010000), ('chr6', 125360000, 125380000))	119370000.0	400000000	NRN1	-
141	('chr13', 27780000, 27820000)	('chr13', 99950000, 100000000)	chr13	27780000	27820000	chr13	99950000	100000000	(('chr13', 27780000, 27820000), ('chr13', 99950000, 100000000))	72175000.0	2000000000	GSX1	ZIC5,ZIC2
142	('chr1', 18630000, 18640000)	('chr1', 213980000, 213990000)	chr1	18630000	18640000	chr1	213980000	213990000	(('chr1', 18630000, 18640000), ('chr1', 213980000, 213990000))	195350000.0	100000000	PAX7	PROX1,AC011700.1
143	('chr4', 80185000, 80220000)	('chr4', 84475000, 84515000)	chr4	80185000	80220000	chr4	84475000	84515000	(('chr4', 80185000, 80220000), ('chr4', 84475000, 84515000))	4292500.0	1400000000	PRDM8	NKX6-1
144	('chr6', 5990000, 6010000)	('chr6', 27860000, 27890000)	chr6	5990000	6010000	chr6	27860000	27890000	(('chr6', 5990000, 6010000), ('chr6', 27860000, 27890000))	21875000.0	600000000	NRN1	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2
145	('chr4', 84475000, 84515000)	('chr4', 112500000, 112530000)	chr4	84475000	84515000	chr4	112500000	112530000	(('chr4', 84475000, 84515000), ('chr4', 112500000, 112530000))	28020000.0	1200000000	NKX6-1	NEUROG2,AC023886.1
146	('chr6', 27260000, 27300000)	('chr6', 105975000, 106000000)	chr6	27260000	27300000	chr6	105975000	106000000	(('chr6', 27260000, 27300000), ('chr6', 105975000, 106000000))	78707500.0	1000000000	AL021808.1	-
147	('chr1', 118970000, 119010000)	('chr1', 165350000, 165360000)	chr1	118970000	119010000	chr1	165350000	165360000	(('chr1', 118970000, 119010000), ('chr1', 165350000, 165360000))	46365000.0	400000000	TBX15,AL139420.2	LMX1A
148	('chr2', 45000000, 45010000)	('chr2', 113270000, 113280000)	chr2	45000000	45010000	chr2	113270000	113280000	(('chr2', 45000000, 45010000), ('chr2', 113270000, 113280000))	68270000.0	100000000	SIX2	PAX8
149	('chr5', 50960000, 50970000)	('chr5', 73290000, 73310000)	chr5	50960000	50970000	chr5	73290000	73310000	(('chr5', 50960000, 50970000), ('chr5', 73290000, 73310000))	22335000.0	200000000	LINC02106,AC008808.2,AC008808.1	-
150	('chr2', 45000000, 45010000)	('chr2', 66430000, 66440000)	chr2	45000000	45010000	chr2	66430000	66440000	(('chr2', 45000000, 45010000), ('chr2', 66430000, 66440000))	21430000.0	100000000	SIX2	MEIS1
151	('chr2', 66430000, 66440000)	('chr2', 113270000, 113280000)	chr2	66430000	66440000	chr2	113270000	113280000	(('chr2', 66430000, 66440000), ('chr2', 113270000, 113280000))	46840000.0	100000000	MEIS1	PAX8
152	('chr5', 52780000, 52790000)	('chr5', 73430000, 73460000)	chr5	52780000	52790000	chr5	73430000	73460000	(('chr5', 52780000, 52790000), ('chr5', 73430000, 73460000))	20660000.0	300000000	PELO	FOXD1,FOXD1-AS1,LINC01385
153	('chr10', 22320000, 22350000)	('chr10', 92680000, 92690000)	chr10	22320000	22350000	chr10	92680000	92690000	(('chr10', 22320000, 22350000), ('chr10', 92680000, 92690000))	70350000.0	300000000	SPAG6,AL158211.3	HHEX
154	('chr4', 110600000, 110660000)	('chr4', 174180000, 174230000)	chr4	110600000	110660000	chr4	174180000	174230000	(('chr4', 110600000, 110660000), ('chr4', 174180000, 174230000))	63575000.0	3000000000	PITX2,PANCR	LINC02268
155	('chr5', 146310000, 146365000)	('chr5', 159060000, 159110000)	chr5	146310000	146365000	chr5	159060000	159110000	(('chr5', 146310000, 146365000), ('chr5', 159060000, 159110000))	12747500.0	2750000000	POU4F3,AC091959.3,AC011396.2	EBF1,LINC02202
156	('chr13', 52850000, 52860000)	('chr13', 99950000, 100000000)	chr13	52850000	52860000	chr13	99950000	100000000	(('chr13', 52850000, 52860000), ('chr13', 99950000, 100000000))	47120000.0	500000000	PCDH8	ZIC5,ZIC2
157	('chr6', 27860000, 27890000)	('chr6', 117250000, 117280000)	chr6	27860000	27890000	chr6	117250000	117280000	(('chr6', 27860000, 27890000), ('chr6', 117250000, 117280000))	89390000.0	900000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	VGLL2
158	('chr4', 4850000, 4875000)	('chr4', 110600000, 110660000)	chr4	4850000	4875000	chr4	110600000	110660000	(('chr4', 4850000, 4875000), ('chr4', 110600000, 110660000))	105767500.0	1500000000	MSX1,LINC01396	PITX2,PANCR
160	('chr6', 10370000, 10420000)	('chr6', 99570000, 99630000)	chr6	10370000	10420000	chr6	99570000	99630000	(('chr6', 10370000, 10420000), ('chr6', 99570000, 99630000))	89205000.0	3000000000	TFAP2A,TFAP2A-AS1,TFAP2A-AS2	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3
161	('chr6', 27260000, 27300000)	('chr6', 108100000, 108180000)	chr6	27260000	27300000	chr6	108100000	108180000	(('chr6', 27260000, 27300000), ('chr6', 108100000, 108180000))	80860000.0	3200000000	AL021808.1	OSTM1,ASTM1-AS1,NR2E1
162	('chr7', 23450000, 23480000)	('chr7', 27080000, 27260000)	chr7	23450000	23480000	chr7	27080000	27260000	(('chr7', 23450000, 23480000), ('chr7', 27080000, 27260000))	3705000.0	5400000000	IGF2BP3	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
163	('chr7', 19090000, 19150000)	('chr7', 35230000, 35260000)	chr7	19090000	19150000	chr7	35230000	35260000	(('chr7', 19090000, 19150000), ('chr7', 35230000, 35260000))	16125000.0	1800000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	TBX20,AC009531.1
164	('chr10', 23170000, 23200000)	('chr10', 49610000, 49620000)	chr10	23170000	23200000	chr10	49610000	49620000	(('chr10', 23170000, 23200000), ('chr10', 49610000, 49620000))	26430000.0	300000000	PTF1A	SLC18A3
165	('chr7', 19090000, 19150000)	('chr7', 27080000, 27260000)	chr7	19090000	19150000	chr7	27080000	27260000	(('chr7', 19090000, 19150000), ('chr7', 27080000, 27260000))	8050000.0	10800000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
166	('chr5', 51360000, 51410000)	('chr5', 135020000, 135045000)	chr5	51360000	51410000	chr5	135020000	135045000	(('chr5', 51360000, 51410000), ('chr5', 135020000, 135045000))	83647500.0	1250000000	ISL1,AC010478.1	PITX1,C5orf66,AC008406.3
167	('chr3', 128480000, 128490000)	('chr3', 169640000, 169670000)	chr3	128480000	128490000	chr3	169640000	169670000	(('chr3', 128480000, 128490000), ('chr3', 169640000, 169670000))	41170000.0	300000000	GATA2,GATA2-AS1	MECOM
168	('chr5', 135020000, 135045000)	('chr5', 174700000, 174750000)	chr5	135020000	135045000	chr5	174700000	174750000	(('chr5', 135020000, 135045000), ('chr5', 174700000, 174750000))	39692500.0	1250000000	PITX1,C5orf66,AC008406.3	MSX2
169	('chr1', 44410000, 44420000)	('chr1', 92460000, 92500000)	chr1	44410000	44420000	chr1	92460000	92500000	(('chr1', 44410000, 44420000), ('chr1', 92460000, 92500000))	48065000.0	400000000	RNF220	GFI1
170	('chr15', 59980000, 60030000)	('chr15', 67810000, 67830000)	chr15	59980000	60030000	chr15	67810000	67830000	(('chr15', 59980000, 60030000), ('chr15', 67810000, 67830000))	7815000.0	1000000000	FOXB1	SKOR1,RNU6-1,AC009292.2
171	('chr2', 70880000, 70890000)	('chr2', 176060000, 176170000)	chr2	70880000	70890000	chr2	176060000	176170000	(('chr2', 70880000, 70890000), ('chr2', 176060000, 176170000))	105230000.0	1100000000	VAX2,LINC01143,RF02272	HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS
173	('chr4', 13520000, 13550000)	('chr4', 41860000, 41890000)	chr4	13520000	13550000	chr4	41860000	41890000	(('chr4', 13520000, 13550000), ('chr4', 41860000, 41890000))	28340000.0	900000000	NKX3-2,LINC01097,LINC01096	LINC00682,AC108210.1
174	('chr1', 46480000, 46490000)	('chr1', 200030000, 200040000)	chr1	46480000	46490000	chr1	200030000	200040000	(('chr1', 46480000, 46490000), ('chr1', 200030000, 200040000))	153550000.0	100000000	-	NR5A2,RNU6-570P
175	('chr4', 4850000, 4875000)	('chr4', 13520000, 13550000)	chr4	4850000	4875000	chr4	13520000	13550000	(('chr4', 4850000, 4875000), ('chr4', 13520000, 13550000))	8672500.0	750000000	MSX1,LINC01396	NKX3-2,LINC01097,LINC01096
176	('chr6', 27860000, 27890000)	('chr6', 137460000, 137510000)	chr6	27860000	27890000	chr6	137460000	137510000	(('chr6', 27860000, 27890000), ('chr6', 137460000, 137510000))	109610000.0	1500000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	OLIG3
177	('chr2', 70880000, 70890000)	('chr2', 172075000, 172115000)	chr2	70880000	70890000	chr2	172075000	172115000	(('chr2', 70880000, 70890000), ('chr2', 172075000, 172115000))	101210000.0	400000000	VAX2,LINC01143,RF02272	DLX1,DLX2
178	('chr5', 73430000, 73460000)	('chr5', 171280000, 171340000)	chr5	73430000	73460000	chr5	171280000	171340000	(('chr5', 73430000, 73460000), ('chr5', 171280000, 171340000))	97865000.0	1800000000	FOXD1,FOXD1-AS1,LINC01385	TLX3,AC091980.2
179	('chr5', 123035000, 123055000)	('chr5', 173320000, 173330000)	chr5	123035000	123055000	chr5	173320000	173330000	(('chr5', 123035000, 123055000), ('chr5', 173320000, 173330000))	50280000.0	200000000	PPIC,AC106786.2	STC2
180	('chr10', 8030000, 8055000)	('chr10', 23170000, 23200000)	chr10	8030000	8055000	chr10	23170000	23200000	(('chr10', 8030000, 8055000), ('chr10', 23170000, 23200000))	15142500.0	750000000	GATA3,GATA3-AS1	PTF1A
181	('chr6', 84730000, 84780000)	('chr6', 99570000, 99630000)	chr6	84730000	84780000	chr6	99570000	99630000	(('chr6', 84730000, 84780000), ('chr6', 99570000, 99630000))	14845000.0	3000000000	TBX18	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3
182	('chr8', 26030000, 26060000)	('chr8', 98930000, 98980000)	chr8	26030000	26060000	chr8	98930000	98980000	(('chr8', 26030000, 26060000), ('chr8', 98930000, 98980000))	72910000.0	1500000000	EBF2	OSR2,STK3
183	('chr11', 20580000, 20620000)	('chr11', 27720000, 27730000)	chr11	20580000	20620000	chr11	27720000	27730000	(('chr11', 20580000, 20620000), ('chr11', 27720000, 27730000))	7125000.0	400000000	SLC6A5	BDNF
184	('chr4', 80260000, 80270000)	('chr4', 93820000, 93830000)	chr4	80260000	80270000	chr4	93820000	93830000	(('chr4', 80260000, 80270000), ('chr4', 93820000, 93830000))	13560000.0	100000000	FGF5	ATOH1
185	('chr8', 11670000, 11730000)	('chr8', 23680000, 23730000)	chr8	11670000	11730000	chr8	23680000	23730000	(('chr8', 11670000, 11730000), ('chr8', 23680000, 23730000))	12005000.0	3000000000	GATA4	NKX2-6,AC012574.1
186	('chr13', 20120000, 20200000)	('chr13', 52850000, 52860000)	chr13	20120000	20200000	chr13	52850000	52860000	(('chr13', 20120000, 20200000), ('chr13', 52850000, 52860000))	32695000.0	800000000	GJA3,GJB2,GJB6,PPIAP28,LINC00556,AL138688.1	PCDH8
187	('chr2', 74455000, 74465000)	('chr2', 170350000, 170360000)	chr2	74455000	74465000	chr2	170350000	170360000	(('chr2', 74455000, 74465000), ('chr2', 170350000, 170360000))	95895000.0	100000000	INO80B,WBP1,MOGS	MYO3B,AC012594.1
188	('chr2', 72910000, 72920000)	('chr2', 170710000, 170720000)	chr2	72910000	72920000	chr2	170710000	170720000	(('chr2', 72910000, 72920000), ('chr2', 170710000, 170720000))	97800000.0	100000000	EMX1	SP5,LINC01124
189	('chr1', 90830000, 90840000)	('chr1', 118970000, 119010000)	chr1	90830000	90840000	chr1	118970000	119010000	(('chr1', 90830000, 90840000), ('chr1', 118970000, 119010000))	28155000.0	400000000	AC091614.2,AL590094.1	TBX15,AL139420.2
190	('chr4', 41730000, 41760000)	('chr4', 93820000, 93830000)	chr4	41730000	41760000	chr4	93820000	93830000	(('chr4', 41730000, 41760000), ('chr4', 93820000, 93830000))	52080000.0	300000000	PHOX2B,AC105389.1	ATOH1
191	('chr2', 72140000, 72150000)	('chr2', 206250000, 206285000)	chr2	72140000	72150000	chr2	206250000	206285000	(('chr2', 72140000, 72150000), ('chr2', 206250000, 206285000))	134122500.0	350000000	CYP26B1	ZDBF2,HMGN1P6
192	('chr5', 55220000, 55230000)	('chr5', 135020000, 135045000)	chr5	55220000	55230000	chr5	135020000	135045000	(('chr5', 55220000, 55230000), ('chr5', 135020000, 135045000))	79807500.0	250000000	MCIDAS,CCNO,AC026704.1	PITX1,C5orf66,AC008406.3
193	('chr5', 123080000, 123110000)	('chr5', 173220000, 173260000)	chr5	123080000	123110000	chr5	173220000	173260000	(('chr5', 123080000, 123110000), ('chr5', 173220000, 173260000))	50145000.0	1200000000	PRDM6,AC106786.1	NKX2-5
194	('chr2', 63050000, 63060000)	('chr2', 70880000, 70890000)	chr2	63050000	63060000	chr2	70880000	70890000	(('chr2', 63050000, 63060000), ('chr2', 70880000, 70890000))	7830000.0	100000000	OTX1	VAX2,LINC01143,RF02272
195	('chr2', 72910000, 72920000)	('chr2', 118830000, 118840000)	chr2	72910000	72920000	chr2	118830000	118840000	(('chr2', 72910000, 72920000), ('chr2', 118830000, 118840000))	45920000.0	100000000	EMX1	EN1,LINC01956
196	('chr5', 55220000, 55230000)	('chr5', 173320000, 173330000)	chr5	55220000	55230000	chr5	173320000	173330000	(('chr5', 55220000, 55230000), ('chr5', 173320000, 173330000))	118100000.0	100000000	MCIDAS,CCNO,AC026704.1	STC2
197	('chr14', 36480000, 36530000)	('chr14', 60470000, 60520000)	chr14	36480000	36530000	chr14	60470000	60520000	(('chr14', 36480000, 36530000), ('chr14', 60470000, 60520000))	23990000.0	2500000000	SFTA3,NKX2-1	SIX6,C14orf39,AL049874.3
198	('chr6', 50820000, 50850000)	('chr6', 99570000, 99630000)	chr6	50820000	50850000	chr6	99570000	99630000	(('chr6', 50820000, 50850000), ('chr6', 99570000, 99630000))	48765000.0	1800000000	TFAP2B	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3
200	('chr1', 220880000, 220890000)	('chr1', 229490000, 229500000)	chr1	220880000	220890000	chr1	229490000	229500000	(('chr1', 220880000, 220890000), ('chr1', 229490000, 229500000))	8610000.0	100000000	HLX,HLX-AS1	NUP133
201	('chr5', 3560000, 3610000)	('chr5', 146310000, 146365000)	chr5	3560000	3610000	chr5	146310000	146365000	(('chr5', 3560000, 3610000), ('chr5', 146310000, 146365000))	142752500.0	2750000000	IRX1	POU4F3,AC091959.3,AC011396.2
202	('chr8', 11670000, 11730000)	('chr8', 76660000, 76700000)	chr8	11670000	11730000	chr8	76660000	76700000	(('chr8', 11670000, 11730000), ('chr8', 76660000, 76700000))	64980000.0	2400000000	GATA4	ZFHX4,ZFHX4-AS1
203	('chr14', 36640000, 36680000)	('chr14', 94760000, 94770000)	chr14	36640000	36680000	chr14	94760000	94770000	(('chr14', 36640000, 36680000), ('chr14', 94760000, 94770000))	58105000.0	400000000	PAX9,AL079303.1	GSC,AL121612.2
204	('chr2', 66575000, 66585000)	('chr2', 236155000, 236185000)	chr2	66575000	66585000	chr2	236155000	236185000	(('chr2', 66575000, 66585000), ('chr2', 236155000, 236185000))	169590000.0	300000000	MEIS1,LINC01798	GBX2,AC019068.1
